user,age
ID-4743,37
ID-4744,31
ID-4745,33
ID-4746,26
ID-4747,38
ID-4748,14
ID-4749,39
ID-4750,29
ID-4751,25
ID-4752,35
ID-4753,27
ID-4754,72
ID-4755,19
ID-4756,32
ID-4757,31
ID-4758,NA
ID-4759,47
ID-4760,43
ID-4761,39
ID-4762,27
ID-4763,41
ID-4764,35
ID-4765,47
ID-4766,29
ID-4767,33
ID-4768,31
ID-4769,23
ID-4770,31
ID-4771,52
ID-4772,24
ID-4773,28
ID-4774,37
ID-4775,68
ID-4776,35
ID-4777,28
ID-4778,24
ID-4779,36
ID-4780,26
ID-4781,30
ID-4782,NA
ID-4783,50
ID-4784,32
ID-4785,17
ID-4786,38
ID-4787,NA
ID-4788,15
ID-4789,30
ID-4790,37
ID-4791,27
ID-4792,NA
ID-4793,30
ID-4794,31
ID-4795,35
ID-4796,40
ID-4797,34
ID-4798,35
ID-4799,31
ID-4800,26
ID-4801,27
ID-4802,48
ID-4803,45
ID-4804,13
ID-4806,33
ID-4807,35
ID-4808,34
ID-4809,35
ID-4810,37
ID-4811,37
ID-4812,24
ID-4813,26
ID-4814,43
ID-4815,34
ID-4816,34
ID-4817,63
ID-4818,55
ID-4819,46
ID-4805,29
ID-4820,49
ID-4821,47
ID-4822,30
ID-4823,30
ID-4824,34
ID-4825,35
ID-4826,25
ID-4827,29
ID-4828,48
ID-4829,62
ID-4830,NA
ID-4831,35
ID-4832,32
ID-4833,31
ID-4834,NA
ID-4835,32
ID-4836,48
ID-4837,35
ID-4838,29
ID-4839,53
ID-4840,44
ID-4841,NA
ID-4842,34
ID-4843,42
ID-4844,51
ID-4845,19
ID-4846,58
ID-4847,47
ID-4848,25
ID-4849,NA
ID-4850,NA
ID-4851,13
ID-4852,24
ID-4853,30
ID-4854,31
ID-4855,65
ID-4856,13
ID-4857,28
ID-4858,30
ID-4859,13
ID-4860,36
ID-4861,30
ID-4862,31
ID-4863,51
ID-4864,24
ID-4865,NA
ID-4866,24
ID-4867,26
ID-4868,32
ID-4869,24
ID-4870,NA
ID-4871,21
ID-4872,31
ID-4873,NA
ID-4874,35
ID-4875,48
ID-4876,28
ID-4877,26
ID-4878,NA
ID-4879,41
ID-4880,17
ID-4881,18
ID-4882,25
ID-4883,50
ID-4884,26
ID-4885,37
ID-4886,27
ID-4887,47
ID-4888,31
ID-4889,31
ID-4890,35
ID-4891,32
ID-4892,8
ID-4893,7
ID-4894,45
ID-4895,19
ID-4896,42
ID-4897,33
ID-4898,13
ID-4899,28
ID-4900,20
ID-4901,31
ID-4902,25
ID-4903,37
ID-4904,44
ID-4905,32
ID-4906,32
ID-4907,31
ID-4908,27
ID-4909,30
ID-4910,50
ID-4911,35
ID-4912,31
ID-4913,30
ID-4914,46
ID-4915,38
ID-4916,36
ID-4917,26
ID-4918,54
ID-4919,32
ID-4920,32
ID-4921,42
ID-4922,31
ID-5394,26
ID-5395,29
ID-5396,35
ID-5397,28
ID-5398,28
ID-5399,14
ID-5400,60
ID-5518,53
ID-5519,42
ID-5520,62
ID-5521,47
ID-5522,36
ID-5523,39
ID-5524,NA
ID-5525,53
ID-5526,51
ID-5527,42
ID-5528,34
ID-5529,60
ID-5530,52
ID-5531,46
ID-5532,53
ID-5533,42
ID-5534,9
ID-5535,45
ID-5536,44
ID-5537,25
ID-5538,59
ID-5539,50
ID-5540,57
ID-5541,60
ID-5542,38
ID-5543,45
ID-5544,61
ID-5545,64
ID-5546,33
ID-5547,NA
ID-5548,52
ID-5549,58
ID-5550,50
ID-5551,57
ID-5552,37
ID-5553,64
ID-5554,NA
ID-5555,38
ID-5556,36
ID-5557,48
ID-5558,27
ID-5559,57
ID-5560,48
ID-5561,52
ID-5562,15
ID-5563,23
ID-5564,39
ID-5565,NA
ID-5566,25
ID-5567,26
ID-5568,54
ID-5569,23
ID-5570,36
ID-5571,NA
ID-5572,43
ID-5573,44
ID-5574,57
ID-5575,46
ID-5576,NA
ID-5577,25
ID-5578,51
ID-5579,38
ID-5580,46
ID-5581,43
ID-5582,29
ID-5583,30
ID-5584,30
ID-5585,59
ID-5586,33
ID-5587,18
ID-5588,31
ID-5589,29
ID-5590,18
ID-5591,69
ID-5592,37
ID-5593,25
ID-5594,45
ID-5595,18
ID-5596,35
ID-5597,45
ID-5598,42
ID-5599,60
ID-5600,29
ID-5601,30
ID-5602,52
ID-5603,52
ID-5604,50
ID-5605,34
ID-5606,44
ID-5607,66
ID-5608,49
ID-5609,27
ID-5610,39
ID-5401,44
ID-5402,26
ID-5403,46
ID-5404,45
ID-5611,31
ID-5612,42
ID-5613,38
ID-5614,54
ID-5615,58
ID-5616,31
ID-5617,17
ID-5618,49
ID-5619,23
ID-5620,28
ID-5405,29
ID-5406,57
ID-5407,31
ID-5408,37
ID-5409,44
ID-5410,28
ID-5411,36
ID-5412,22
ID-5413,38
ID-5414,35
ID-5415,31
ID-5416,36
ID-5417,27
ID-5418,49
ID-5419,60
ID-5420,45
ID-5421,NA
ID-5422,28
ID-5423,24
ID-5424,29
ID-5426,43
ID-5427,45
ID-5428,57
ID-5425,55
ID-5429,64
ID-5430,64
ID-5431,35
ID-5432,32
ID-5433,62
ID-5434,72
ID-5435,25
ID-5436,31
ID-5437,67
ID-5438,35
ID-5439,31
ID-5440,31
ID-5441,25
ID-5442,25
ID-5443,31
ID-5444,36
ID-5445,50
ID-5446,31
ID-5447,35
ID-5448,31
ID-5449,24
ID-5450,57
ID-5451,46
ID-5452,33
ID-5453,33
ID-5454,23
ID-5455,51
ID-5456,32
ID-5457,31
ID-5458,28
ID-5459,39
ID-5460,34
ID-5461,58
ID-5462,22
ID-5463,66
ID-5464,68
ID-5465,27
ID-5466,22
ID-5467,56
ID-5468,55
ID-5469,31
ID-5470,26
ID-5471,52
ID-5472,33
ID-5473,NA
ID-5474,39
ID-5475,52
ID-5476,NA
ID-5477,51
ID-5478,30
ID-5479,45
ID-5480,30
ID-5481,24
ID-5482,25
ID-5483,44
ID-5484,NA
ID-5485,33
ID-5486,40
ID-5487,53
ID-5488,68
ID-5489,45
ID-5490,39
ID-5491,30
ID-5492,38
ID-5493,41
ID-5494,32
ID-5495,61
ID-5496,36
ID-5497,NA
ID-5498,30
ID-5499,58
ID-5500,28
ID-5501,52
ID-5502,24
ID-5503,38
ID-5504,36
ID-5505,32
ID-5506,34
ID-5507,69
ID-5508,41
ID-5509,30
ID-5510,38
ID-5511,49
ID-5512,53
ID-5513,NA
ID-5514,39
ID-5515,55
ID-5516,36
ID-5517,38
ID-5621,30
ID-5622,50
ID-5623,50
ID-5624,NA
ID-5625,40
ID-5626,50
ID-5627,43
ID-5628,35
ID-5629,38
ID-5630,44
ID-5631,45
ID-5632,22
ID-5633,53
ID-5634,40
ID-5635,36
ID-5643,NA
ID-5644,29
ID-5645,29
ID-5646,NA
ID-5647,20
ID-5648,33
ID-5649,59
ID-5650,12
ID-5651,44
ID-5652,36
ID-5653,33
ID-5654,29
ID-5655,32
ID-5656,43
ID-5657,NA
ID-5658,34
ID-5636,42
ID-5637,29
ID-5638,37
ID-5639,26
ID-5640,34
ID-5641,32
ID-5642,30
