user,n_mints
ID-4697,10
ID-4698,NA
ID-4699,3
ID-4700,3
ID-4701,5
ID-4702,1
ID-4703,7
ID-4704,8
ID-4705,5
ID-4706,3
ID-4707,26
ID-4708,3
ID-4709,7
ID-4710,3
ID-4711,NA
ID-4712,0
ID-4713,2
ID-4714,4
ID-4715,27
ID-4716,7
ID-4717,5
ID-4718,3
ID-4719,4
ID-4720,37
ID-4721,5
ID-4722,2
ID-4723,12
ID-4724,2
ID-4725,3
ID-4726,12
ID-4727,9
ID-4728,9
ID-4729,NA
ID-4730,3
ID-4731,13
ID-4732,5
ID-4733,0
ID-4734,NA
ID-4735,8
ID-4736,2
ID-4737,0
ID-4738,6
ID-4739,1
ID-4740,5
ID-4741,NA
ID-4742,NA
ID-4743,4
ID-4744,7
ID-4745,0
ID-4746,4
ID-4747,5
ID-4748,4
ID-4749,13
ID-4750,4
ID-4751,NA
ID-4752,2
ID-4753,5
ID-4754,8
ID-4755,13
ID-4756,NA
ID-4757,4
ID-4758,2
ID-4759,NA
ID-4760,0
ID-4761,25
ID-4762,14
ID-4763,7
ID-4764,4
ID-4765,5
ID-4766,22
ID-4767,47
ID-4768,3
ID-4769,NA
ID-4770,13
ID-4771,4
ID-4772,NA
ID-4773,3
ID-4774,6
ID-4775,0
ID-4776,7
ID-4777,9
ID-4778,NA
ID-4779,8
ID-4780,0
ID-4781,5
ID-4782,NA
ID-4783,5
ID-4784,NA
ID-4785,3
ID-4786,5
ID-4787,NA
ID-4788,NA
ID-4789,5
ID-4790,NA
ID-4791,4
ID-4792,7
ID-4793,2
ID-4794,0
ID-4795,8
ID-4796,7
ID-4797,NA
ID-4798,5
ID-4799,17
ID-4800,8
ID-4801,8
ID-4802,3
ID-4803,0
ID-4804,NA
ID-4806,16
ID-4807,5
ID-4808,1
ID-4809,0
ID-4810,NA
ID-4811,42
ID-4812,25
ID-4813,43
ID-4814,5
ID-4815,0
ID-4816,4
ID-4817,8
ID-4818,87
ID-4819,NA
ID-4805,2
ID-4820,4
ID-4821,47
ID-4822,5
ID-4823,12
ID-4824,42
ID-4825,287
ID-4826,12
ID-4827,3
ID-4828,3
ID-4829,3
ID-4830,NA
ID-4831,NA
ID-4832,1
ID-4833,0
ID-4834,0
ID-4835,12
ID-4836,3
ID-4837,3
ID-4838,2
ID-4839,0
ID-4840,3
ID-4841,3
ID-4842,3
ID-4843,15
ID-4844,NA
ID-4845,0
ID-4846,12
ID-4847,72
ID-4848,8
ID-4849,0
ID-4850,6
ID-4851,23
ID-4852,3
ID-4853,2
ID-4854,347
ID-4855,NA
ID-4856,42
ID-4857,3
ID-4858,3
ID-4859,14
ID-4860,6
ID-4861,NA
ID-4862,5
ID-4863,14
ID-4864,NA
ID-4865,NA
ID-4866,6
ID-4867,3
ID-4868,4
ID-4869,32
ID-4870,NA
ID-4871,215
ID-4872,0
ID-4873,4
ID-4874,5
ID-4875,5
ID-4876,4
ID-4877,10
ID-4878,5
ID-4879,1
ID-4880,67
ID-4881,7
ID-4882,0
ID-4883,NA
ID-4884,4
ID-4885,15
ID-4886,3
ID-4887,8
ID-4888,7
ID-4889,24
ID-4890,3
ID-4891,13
ID-4892,78
ID-4893,97
ID-4894,0
ID-4895,NA
ID-4896,4
ID-4897,0
ID-4898,22
ID-4899,5
ID-4900,7
ID-4901,20
ID-4902,15
ID-4903,7
ID-4904,4
ID-4905,3
ID-4906,0
ID-4907,17
ID-4908,3
ID-4909,11
ID-4910,3
ID-4911,4
ID-4912,2
ID-4913,4
ID-4914,7
ID-4915,6
ID-4916,4
ID-4917,6
ID-4918,13
ID-4919,7
ID-4920,6
ID-4921,6
ID-4922,3
ID-5394,3
ID-5395,NA
ID-5396,5
ID-5397,NA
ID-5398,NA
ID-5399,6
ID-5400,7
ID-5518,14
ID-5519,7
ID-5520,6
ID-5521,5
ID-5522,19
ID-5523,NA
ID-5524,NA
ID-5525,4
ID-5526,4
ID-5527,7
ID-5528,NA
ID-5529,NA
ID-5530,3
ID-5531,4
ID-5532,NA
ID-5533,2
ID-5534,32
ID-5535,12
ID-5536,23
ID-5537,15
ID-5538,10
ID-5539,5
ID-5540,4
ID-5541,7
ID-5542,3
ID-5543,8
ID-5544,15
ID-5545,10
ID-5546,17
ID-5547,0
ID-5548,0
ID-5549,5
ID-5550,5
ID-5551,6
ID-5552,6
ID-5553,0
ID-5554,NA
ID-5555,22
ID-5556,15
ID-5557,17
ID-5558,5
ID-5559,12
ID-5560,5
ID-5561,5
ID-5562,1
ID-5563,12
ID-5564,3
ID-5565,0
ID-5566,3
ID-5567,3
ID-5568,NA
ID-5569,NA
ID-5570,3
ID-5571,14
ID-5572,7
ID-5573,0
ID-5574,7
ID-5575,1
ID-5576,7
ID-5577,NA
ID-5578,5
ID-5579,5
ID-5580,3
ID-5581,5
ID-5582,6
ID-5583,5
ID-5584,5
ID-5585,5
ID-5586,15
ID-5587,NA
ID-5588,5
ID-5589,1
ID-5590,4
ID-5591,25
ID-5592,5
ID-5593,NA
ID-5594,2
ID-5595,23
ID-5596,3
ID-5597,0
ID-5598,15
ID-5599,2
ID-5600,8
ID-5601,407
ID-5602,7
ID-5603,7
ID-5604,5
ID-5605,10
ID-5606,5
ID-5607,5
ID-5608,6
ID-5609,16
ID-5610,14
ID-5401,12
ID-5402,12
ID-5403,4
ID-5404,9
ID-5611,5
ID-5612,4
ID-5613,7
ID-5614,6
ID-5615,10
ID-5616,69420
ID-5617,12
ID-5618,12
ID-5619,0
ID-5620,9
ID-5405,3
ID-5406,9
ID-5407,0
ID-5408,0
ID-5409,7
ID-5410,52
ID-5411,5
ID-5412,1000000
ID-5413,5
ID-5414,9
ID-5415,5
ID-5416,4
ID-5417,4
ID-5418,47
ID-5419,5
ID-5420,8
ID-5421,12
ID-5422,17
ID-5423,18
ID-5424,7
ID-5426,3
ID-5427,0
ID-5428,NA
ID-5425,5
ID-5429,NA
ID-5430,NA
ID-5431,50
ID-5432,3
ID-5433,5
ID-5434,NA
ID-5435,8
ID-5436,6
ID-5437,6
ID-5438,5
ID-5439,37
ID-5440,NA
ID-5441,5
ID-5442,5
ID-5443,78
ID-5444,6
ID-5445,0
ID-5446,6
ID-5447,3
ID-5448,9
ID-5449,27
ID-5450,25
ID-5451,NA
ID-5452,NA
ID-5453,6
ID-5454,6
ID-5455,15
ID-5456,4
ID-5457,0
ID-5458,5
ID-5459,37
ID-5460,4
ID-5461,1
ID-5462,3
ID-5463,6
ID-5464,5
ID-5465,0
ID-5466,6
ID-5467,2
ID-5468,0
ID-5469,NA
ID-5470,7
ID-5471,4
ID-5472,7
ID-5473,NA
ID-5474,17
ID-5475,4
ID-5476,5
ID-5477,7
ID-5478,3
ID-5479,0
ID-5480,13
ID-5481,10
ID-5482,7
ID-5483,2
ID-5484,NA
ID-5485,9
ID-5486,14
ID-5487,NA
ID-5488,NA
ID-5489,17
ID-5490,3
ID-5491,2
ID-5492,5
ID-5493,3
ID-5494,16
ID-5495,27
ID-5496,4
ID-5497,0
ID-5498,6
ID-5499,6
ID-5500,5
ID-5501,4
ID-5502,5
ID-5503,8
ID-5504,8
ID-5505,6
ID-5506,2591
ID-5507,5
ID-5508,6
ID-5509,7
ID-5510,6
ID-5511,23
ID-5512,0
ID-5513,14
ID-5514,6
ID-5515,3
ID-5516,7
ID-5517,0
ID-5621,3
ID-5622,6
ID-5623,12
ID-5624,NA
ID-5625,7
ID-5626,4
ID-5627,6
ID-5628,4
ID-5629,4
ID-5630,19
ID-5631,NA
ID-5632,0
ID-5633,5
ID-5634,3
ID-5635,2
ID-5643,NA
ID-5644,15
ID-5645,22
ID-5646,NA
ID-5647,4
ID-5648,42
ID-5649,1
ID-5650,23
ID-5651,10
ID-5652,6
ID-5653,4
ID-5654,15
ID-5655,5
ID-5656,4
ID-5657,13
ID-5658,5
ID-5636,5
ID-5637,NA
ID-5638,42
ID-5639,NA
ID-5640,7
ID-5641,4
ID-5642,17
